negatives
"frozenset({'Prolactin', 'P04798', 'Q9UEY8'})"
"frozenset({'Q8N163', 'Prolactin', 'Q9H9S0'})"
"frozenset({'O15371', 'Q14152', 'Prolactin'})"
"frozenset({'P02787', 'P01834', 'Prolactin'})"
"frozenset({'Prolactin', 'Q14999', 'P33176'})"
"frozenset({'O75800', 'Q9NRX5', 'Prolactin'})"
"frozenset({'Q6A163', 'P78385', 'Prolactin'})"
"frozenset({'Prolactin', 'Q14241', 'Q96DX5'})"
"frozenset({'O43493', 'Q9NU22', 'Prolactin'})"
"frozenset({'P06753', 'Prolactin', 'P23470'})"
"frozenset({'P09131', 'Prolactin', 'Q15717'})"
"frozenset({'Q9NQ94', 'Prolactin', 'Q7Z3K3'})"
"frozenset({'Prolactin', 'P62807', 'Q96KQ7'})"
"frozenset({'Prolactin', 'P19022', 'P10253'})"
"frozenset({'O75419', 'Prolactin', 'Q96NX5'})"
"frozenset({'Q9UGI0', 'Prolactin', 'Q8TBB1'})"
"frozenset({'Prolactin', 'P21359', 'Q69YU3'})"
"frozenset({'Prolactin', 'Q8WZ42', 'O95402'})"
"frozenset({'Q13509', 'Prolactin', 'Q6PEY2'})"
"frozenset({'Q9Y265', 'Prolactin', 'O95819'})"
"frozenset({'Prolactin', 'O95070', 'Q9Y5W9'})"
"frozenset({'Prolactin', 'Q96H55', 'P61158'})"
"frozenset({'O14827', 'Prolactin', 'P63211'})"
"frozenset({'Q9BYV2', 'Prolactin', 'Q13895'})"
"frozenset({'Q9NZ01', 'P39656', 'Prolactin'})"
"frozenset({'Q9BQ89', 'Q01850', 'Prolactin'})"
"frozenset({'Prolactin', 'P21333', 'Q96D46'})"
"frozenset({'Q66PJ3', 'Q8TBX8', 'Prolactin'})"
"frozenset({'Q3B820', 'Q9Y2T1', 'Prolactin'})"
"frozenset({'P62310', 'Prolactin', 'Q14145'})"
"frozenset({'P62987', 'Prolactin', 'P39023'})"
"frozenset({'Prolactin', 'Q9Y383', 'Q9NYF8'})"
"frozenset({'Prolactin', 'P23470', 'Q96S94'})"
"frozenset({'P09104', 'Prolactin', 'P26038'})"
"frozenset({'Q96PU5', 'Prolactin', 'O00165'})"
"frozenset({'Prolactin', 'Q9Y6F9', 'Q92765'})"
"frozenset({'P54289', 'Prolactin', 'Q13362'})"
"frozenset({'Prolactin', 'O95295', 'P11047'})"
"frozenset({'O75665', 'Prolactin', 'Q8TCG1'})"
"frozenset({'O14640', 'Q8N157', 'Prolactin'})"
"frozenset({'Q99062', 'Prolactin', 'P22301'})"
"frozenset({'Q08209', 'Q9UQC2', 'Prolactin'})"
"frozenset({'P22061', 'Prolactin', 'P54274'})"
"frozenset({'Q86YM7', 'Prolactin', 'Q0VDD7'})"
"frozenset({'P20648', 'Prolactin', 'P51148'})"
"frozenset({'Q96HJ9', 'O76031', 'Prolactin'})"
"frozenset({'Q15326', 'Prolactin', 'Q15796'})"
"frozenset({'Q7KZF4', 'Prolactin', 'Q7Z6Z7'})"
"frozenset({'Q9P2E9', 'Prolactin', 'Q92731'})"
"frozenset({'P02765', 'Prolactin', 'Q8N9F7'})"
"frozenset({'Q15691', 'P09496', 'Prolactin'})"
"frozenset({'P35414', 'Prolactin', 'P50148'})"
"frozenset({'Q13200', 'P49721', 'Prolactin'})"
"frozenset({'P22736', 'Q13162', 'Prolactin'})"
"frozenset({'P51784', 'Prolactin', 'Q96EI5'})"
"frozenset({'P52292', 'Prolactin', 'P24941'})"
"frozenset({'Q16659', 'Prolactin', 'O00165'})"
"frozenset({'Q96ES7', 'P62807', 'Prolactin'})"
"frozenset({'Q7Z4H7', 'Prolactin', 'Q8TES7'})"
"frozenset({'Q9UNN5', 'Prolactin', 'P04844'})"
"frozenset({'Q9UBU9', 'P02545', 'Prolactin'})"
"frozenset({'P14866', 'Prolactin', 'P07910'})"
"frozenset({'Prolactin', 'Q9UHK0', 'Q8TAC9'})"
"frozenset({'P62136', 'Q92736', 'Prolactin'})"
"frozenset({'P31689', 'Q13813', 'Prolactin'})"
"frozenset({'Prolactin', 'Q6UWR7', 'Q6ZXV5'})"
"frozenset({'P53041', 'Prolactin', 'P56537'})"
"frozenset({'Q9Y252', 'Q96LC9', 'Prolactin'})"
"frozenset({'Prolactin', 'P52435', 'P53803'})"
"frozenset({'O15239', 'O95298', 'Prolactin'})"
"frozenset({'P35626', 'Prolactin', 'Q6IEV9'})"
"frozenset({'P52597', 'Prolactin', 'Q13315'})"
"frozenset({'Q15233', 'Prolactin', 'O75152'})"
"frozenset({'Q8TEE9', 'Prolactin', 'Q14166'})"
"frozenset({'P31946', 'Prolactin', 'Q9HC77'})"
"frozenset({'Q71UM5', 'Prolactin', 'P62241'})"
"frozenset({'Q8NG31', 'Q8N960', 'Prolactin'})"
"frozenset({'Q8IWI9', 'Prolactin', 'Q6ICG8'})"
"frozenset({'P54274', 'Prolactin', 'P00519'})"
"frozenset({'O95467', 'Q15056', 'Prolactin'})"
